Official NCBI gene id,Official NCBI gene symbol
3991,LIPE
2268,FGR
5611,DNAJC3
10284,SAP18
81688,C6orf62
7389,UROD
1207,CLNS1A
26574,AATF
9785,DHX38
22870,PPP6R1
23345,SYNE1
1847,DUSP5
57418,WDR18
333,APLP1
9429,ABCG2
90865,IL33
9374,PPT2
3082,HGF
23008,KLHDC10
729,C6
5265,SERPINA1
9034,CCRL2
775,CACNA1C
92703,TMEM183A
23358,USP24
3842,TNPO1
192683,SCAMP5
23294,ANKS1A
23382,AHCYL2
23517,SKIV2L2
23189,KANK1
200576,PIKFYVE
257407,C2orf72
57212,TP73-AS1
84869,CBR4
92104,TTC30A
91298,C12orf29
8233,ZRSR2
84859,LRCH3
1523,CUX1
23293,SMG6
26032,SUSD5
8848,TSC22D1
113177,IZUMO4
10367,MICU1
9262,STK17B
65264,UBE2Z
10713,USP39
55969,C20orf24
64759,TNS3
10055,SAE1
10723,SLC12A7
10564,ARFGEF2
57111,RAB25
29883,CNOT7
51128,SAR1B
64777,RMND5B
56647,BCCIP
11083,DIDO1
24137,KIF4A
26276,VPS33B
64062,RBM26
26528,DAZAP1
80135,RPF1
29110,TBK1
64682,ANAPC1
54955,C1orf109
79101,TAF1D
54069,MIS18A
55790,CSGALNACT1
51171,HSD17B14
114819,CROCCP3
5950,RBP4
57823,SLAMF7
64236,PDLIM2
28232,SLCO3A1
51222,ZNF219
79778,MICALL2
55270,NUDT15
6399,TRAPPC2
10855,HPSE
64840,PORCN
80178,C16orf59
54892,NCAPG2
79823,CAMKMT
55192,DNAJC17
114625,ERMAP
10817,FRS3
29094,LGALSL
56172,ANKH
3070,HELLS
55968,NSFL1C
80319,CXXC4
55040,EPN3
7042,TGFB2
80177,MYCT1
550,AUP1
55711,FAR2
26505,CNNM3
28990,ASTE1
54819,ZCCHC10
81563,C1orf21
81562,LMAN2L
79366,HMGN5
55726,ASUN
80213,TM2D3
57535,KIAA1324
25861,DFNB31
131408,FAM131A
83451,ABHD11
80755,AARSD1
64419,MTMR14
10003,NAALAD2
55909,BIN3
51477,ISYNA1
9620,CELSR1
158747,MOSPD2
2197,FAU
6923,TCEB2
6230,RPS25
7323,UBE2D3
9588,PRDX6
9774,BCLAF1
2937,GSS
5834,PYGB
347,APOD
2790,GNG10
6993,DYNLT1
5360,PLTP
3476,IGBP1
2962,GTF2F1
9663,LPIN2
4140,MARK3
9282,MED14
9452,ITM2A
8192,CLPP
6924,TCEB3
4713,NDUFB7
8697,CDC23
11075,STMN2
4209,MEF2D
9693,RAPGEF2
6814,STXBP3
9776,ATG13
25972,UNC50
6729,SRP54
6902,TBCA
26610,ELP4
11258,DCTN3
9308,CD83
22845,DOLK
25939,SAMHD1
9760,TOX
22888,UBOX5
576,ADGRB2
4013,VWA5A
9982,FGFBP1
1949,EFNB3
215,ABCD1
10446,LRRN2
3556,IL1RAP
3290,HSD11B1
366,AQP9
64750,SMURF2
56061,UBFD1
3706,ITPKA
1524,CX3CR1
911,CD1C
5881,RAC3
10625,IVNS1ABP
2328,FMO3
10462,CLEC10A
8515,ITGA10
9810,RNF40
9169,SCAF11
1018,CDK3
463,ZFHX3
23542,MAPK8IP2
6830,SUPT6H
203068,TUBB
5868,RAB5A
655,BMP7
8576,STK16
7813,EVI5
4913,NTHL1
81620,CDT1
25956,SEC31B
23237,ARC
776,CACNA1D
10241,CALCOCO2
6198,RPS6KB1
9657,IQCB1
5441,POLR2L
2533,FYB
7879,RAB7A
23633,KPNA6
23207,PLEKHM2
216,ALDH1A1
23192,ATG4B
51592,TRIM33
10498,CARM1
7572,ZNF24
11336,EXOC3
23173,METAP1
26608,TBL2
8495,PPFIBP2
4038,LRP4
23078,VWA8
6738,TROVE2
6843,VAMP1
1124,CHN2
5584,PRKCI
915,CD3D
25891,PAMR1
25983,NGDN
3921,RPSA
6355,CCL8
924,CD7
57213,SPRYD7
54470,ARMCX6
84830,ADTRP
22995,CEP152
10474,TADA3
51668,HSPB11
54606,DDX56
29959,NRBP1
23621,BACE1
55173,MRPS10
65992,DDRGK1
60673,ATG101
4710,NDUFB4
60492,CCDC90B
51701,NLK
4940,OAS3
283871,PGP
79089,TMUB2
55802,DCP1A
54840,APTX
55165,CEP55
56478,EIF4ENIF1
56034,PDGFC
27300,ZNF544
57109,REXO4
55743,CHFR
51318,MRPL35
79763,ISOC2
54664,TMEM106B
64418,TMEM168
79269,DCAF10
348995,NUP43
79668,PARP8
54956,PARP16
51741,WWOX
55208,DCUN1D2
54845,ESRP1
253461,ZBTB38
80007,C10orf88
79846,CFAP69
9022,CLIC3
10308,ZNF267
79183,TTPAL
51761,ATP8A2
79153,GDPD3
11211,FZD10
79896,THNSL1
79690,GAL3ST4
9050,PSTPIP2
54621,VSIG10
51284,TLR7
9209,LRRFIP2
50807,ASAP1
83443,SF3B5
55031,USP47
9518,GDF15
9214,FCMR
54934,KANSL2
90355,C5orf30
388969,C2orf68
64743,WDR13
55798,METTL2B
23704,KCNE4
8189,SYMPK
8861,LDB1
9442,MED27
6143,RPL19
9092,SART1
6520,SLC3A2
309,ANXA6
9698,PUM1
10423,CDIPT
22916,NCBP2
3654,IRAK1
1889,ECE1
5527,PPP2R5C
4720,NDUFS2
6611,SMS
613,BCR
1660,DHX9
1176,AP3S1
10844,TUBGCP2
5902,RANBP1
23484,LEPROTL1
57020,C16orf62
7064,THOP1
4849,CNOT3
1841,DTYMK
7707,ZNF148
4085,MAD2L1
54726,OTUD4
26019,UPF2
9694,EMC2
22909,FAN1
64149,C17orf75
6636,SNRPF
5330,PLCB2
5130,PCYT1A
9759,HDAC4
11102,RPP14
9088,PKMYT1
9849,ZNF518A
54677,CROT
6891,TAP2
3294,HSD17B2
8379,MAD1L1
3364,HUS1
79703,C11orf80
2173,FABP7
5337,PLD1
9122,SLC16A4
5933,RBL1
79868,ALG13
51760,SYT17
8685,MARCO
6401,SELE
5163,PDK1
2070,EYA4
9047,SH2D2A
3236,HOXD10
54900,LAX1
1804,DPP6
4168,MCF2
5879,RAC1
6004,RGS16
6478,SIAH2
1033,CDKN3
6016,RIT1
55526,DHTKD1
23769,FLRT1
8398,PLA2G6
3702,ITK
839,CASP6
573,BAG1
8725,URI1
25974,MMACHC
7916,PRRC2A
9777,TM9SF4
23141,ANKLE2
26173,INTS1
286451,YIPF6
23028,KDM1A
23505,TMEM131
8455,ATRN
3934,LCN2
23333,DPY19L1
11113,CIT
9037,SEMA5A
9125,RQCD1
84864,MINA
57613,FAM234B
22941,SHANK2
219333,USP12
25928,SOSTDC1
8940,TOP3B
728498,GOLGA8H
84705,GTPBP3
131544,CRYBG3
6262,RYR2
374977,MROH7
7156,TOP3A
10084,PQBP1
2257,FGF12
7586,ZKSCAN1
4205,MEF2A
27163,NAAA
58509,CACTIN
11340,EXOSC8
55661,DDX27
9410,SNRNP40
2585,GALK2
3816,KLK1
8711,TNK1
80762,NDFIP1
28958,COA3
51290,ERGIC2
54187,NANS
55198,APPL2
55915,LANCL2
29102,DROSHA
51315,KRCC1
64215,DNAJC1
51397,COMMD10
80764,THAP7
55219,TMEM57
60625,DHX35
29097,CNIH4
80025,PANK2
55761,TTC17
55765,C1orf106
55258,THNSL2
79177,ZNF576
55299,BRIX1
9329,GTF3C4
79596,RNF219
64794,DDX31
79156,PLEKHF1
4815,NINJ2
149986,LSM14B
55799,CACNA2D3
51751,HIGD1B
3619,INCENP
23676,SMPX
79598,CEP97
79755,ZNF750
79828,METTL8
55911,APOBR
79944,L2HGDH
55146,ZDHHC4
56996,SLC12A9
29954,POMT2
79958,DENND1C
29919,C18orf8
53944,CSNK1G1
221037,JMJD1C
644096,SDHAF1
5316,PKNOX1
90362,FAM110B
9683,N4BP1
23523,CABIN1
4074,M6PR
5691,PSMB3
9416,DDX23
65117,RSRC2
8813,DPM1
9701,PPP6R2
10497,UNC13B
51585,PCF11
4350,MPG
605,BCL7A
26168,SENP3
5494,PPM1A
1593,CYP27A1
2530,FUT8
7403,KDM6A
9836,LCMT2
23475,QPRT
4900,NRGN
22875,ENPP4
6273,S100A2
78988,MRPL57
9118,INA
2596,GAP43
2125,EVPL
5871,MAP4K2
4332,MNDA
57827,C6orf47
5929,RBBP5
1959,EGR2
9472,AKAP6
3663,IRF5
9941,EXOG
9172,MYOM2
5865,RAB3B
4487,MSX1
10863,ADAM28
6627,SNRPA1
2043,EPHA4
58504,ARHGAP22
8988,HSPB3
3357,HTR2B
3344,FOXN2
27306,HPGDS
3270,HRC
9370,ADIPOQ
26115,TANC2
4176,MCM7
6048,RNF5
2010,EMD
1798,DPAGT1
10254,STAM2
1407,CRY1
6404,SELPLG
11257,TP53TG1
7216,TRO
6305,SBF1
25948,KBTBD2
23220,DTX4
6942,TCF20
127544,RNF19B
115939,TSR3
115123,MARCHF3
5198,PFAS
23211,ZC3H4
7738,ZNF184
261734,NPHP4
9866,TRIM66
2898,GRIK2
23329,TBC1D30
26049,FAM169A
1288,COL4A6
4856,NOV
9555,H2AFY
1777,DNASE2
5322,PLA2G5
55669,MFN1
9445,ITM2B
27102,EIF2AK1
51647,FAM96B
11124,FAF1
65080,MRPL44
1468,SLC25A10
80013,FAM188A
55366,LGR4
51542,VPS54
55201,MAP1S
57128,LYRM4
11266,DUSP12
23592,LEMD3
51517,NCKIPSD
28984,RGCC
55116,TMEM39B
55151,TMEM38B
10620,ARID3B
64417,C5orf28
54980,C2orf42
50512,PODXL2
55172,DNAAF2
10891,PPARGC1A
55027,HEATR3
55890,GPRC5C
54991,C1orf159
56475,RPRM
63924,CIDEC
79705,LRRK1
29948,OSGIN1
58189,WFDC1
56980,PRDM10
54821,ERCC6L
79989,TTC26
64102,TNMD
54868,TMEM104
55259,CASC1
80131,LRRC8E
51554,ACKR4
79927,FAM110D
55924,FAM212B
80045,GPR157
10691,GMEB1
81790,RNF170
11165,NUDT3
64581,CLEC7A
80789,INTS5
259173,ALS2CL
8859,STK19
79701,OGFOD3
399664,MEX3D
6429,SRSF4
10447,FAM3C
5045,FURIN
10381,TUBB3
27429,HTRA2
10615,SPAG5
10588,MTHFS
10556,RPP30
27257,LSM1
2189,FANCG
9658,ZNF516
5073,PARN
607,BCL9
1371,CPOX
864,RUNX3
4335,MNT
9920,KBTBD11
6286,S100P
2152,F3
6518,SLC2A5
11234,HPS5
1742,DLG4
23047,PDS5B
1844,DUSP2
4300,MLLT3
2705,GJB1
27239,GPR162
5926,ARID4A
3976,LIF
1776,DNASE1L3
8395,PIP5K1B
23498,HAAO
23765,IL17RA
2936,GSR
3977,LIFR
4504,MT3
9662,CEP135
7349,UCN
80207,OPA3
6357,CCL13
10261,IGSF6
7481,WNT11
56548,CHST7
1234,CCR5
4254,KITLG
6536,SLC6A9
314,AOC2
114548,NLRP3
610,HCN2
1725,DHPS
10004,NAALADL1
8740,TNFSF14
1827,RCAN1
4898,NRDC
25847,ANAPC13
25901,CCDC28A
9750,FAM65B
1944,EFNA3
11235,PDCD10
6452,SH3BP2
23199,GSE1
4150,MAZ
23367,LARP1
23080,AVL9
23137,SMC5
961,CD47
85453,TSPYL5
2512,FTL
9739,SETD1A
25907,TMEM158
92154,MTSS1L
1286,COL4A4
146691,TOM1L2
9191,DEDD
6936,GCFC2
889,KRIT1
1491,CTH
55737,VPS35
51164,DCTN4
51759,C9orf78
51067,YARS2
79666,PLEKHF2
26470,SEZ6L2
57134,MAN1C1
23767,FLRT3
10721,POLQ
54491,FAM105A
55592,GOLGA2P5
79922,MRM1
55862,ECHDC1
8139,GAN
79946,C10orf95
80267,EDEM3
80110,ZNF614
8562,DENR
81570,CLPB
79086,SMIM7
26065,LSM14A
51586,MED15
65084,TMEM135
4076,CAPRIN1
7756,ZNF207
6434,TRA2B
9784,SNX17
5713,PSMD7
10769,PLK2
5436,POLR2G
901,CCNG2
5634,PRPS2
55719,SLF2
8065,CUL5
2332,FMR1
6905,TBCE
1803,DPP4
10200,MPHOSPH6
6834,SURF1
175,AGA
6314,ATXN7
7060,THBS4
357,SHROOM2
8505,PARG
7727,ZNF174
4520,MTF1
80736,SLC44A4
641,BLM
3101,HK3
5806,PTX3
11076,TPPP
29906,ST8SIA5
2329,FMO4
2272,FHIT
6419,SETMAR
57016,AKR1B10
9015,TAF1A
4595,MUTYH
2959,GTF2B
5981,RFC1
6387,CXCL12
23169,SLC35D1
8871,SYNJ2
2870,GRK6
84288,EFCAB2
6899,TBX1
26058,GIGYF2
23252,OTUD3
27161,AGO2
6907,TBL1X
57403,RAB22A
923,CD6
7535,ZAP70
1946,EFNA5
5625,PRODH
4063,LY9
56112,PCDHGA3
11191,PTENP1
283683,LOC283683
51646,YPEL5
55069,TMEM248
55119,PRPF38B
51773,RSF1
55074,OXR1
57645,POGK
51320,MEX3C
54928,IMPAD1
26007,TKFC
51575,ESF1
79682,CENPU
81831,NETO2
29078,NDUFAF4
51341,ZBTB7A
55273,TMEM100
55876,GSDMB
9141,PDCD5
78990,OTUB2
79977,GRHL2
7733,ZNF180
79913,ACTR5
23493,HEY2
54971,BANP
63926,ANKEF1
65989,DLK2
55001,TTC22
29116,MYLIP
56938,ARNTL2
56124,PCDHB12
55850,USE1
93436,ARMC6
23232,TBC1D12
51105,PHF20L1
55135,WRAP53
55589,BMP2K
3550,IK
8872,CDC123
27243,CHMP2A
5504,PPP1R2
8892,EIF2B2
9768,KIAA0101
10445,MCRS1
6279,S100A8
717,C2
10244,RABEPK
578,BAK1
962,CD48
6668,SP2
5170,PDPK1
9252,RPS6KA5
4884,NPTX1
1024,CDK8
10733,PLK4
79979,TRMT2B
8120,AP3B2
9487,PIGL
8292,COLQ
10524,KAT5
5465,PPARA
9023,CH25H
30835,CD209
5563,PRKAA2
5244,ABCB4
81628,TSC22D4
1854,DUT
4704,NDUFA9
56270,WDR45B
6883,TAF12
2861,GPR37
8881,CDC16
321,APBA2
55806,HR
6356,CCL11
8601,RGS20
1672,DEFB1
5682,PSMA1
57509,MTUS1
23274,CLEC16A
23341,DNAJC16
26035,GLCE
28996,HIPK2
27334,P2RY10
54629,FAM63B
200424,TET3
11189,CELF3
55432,YOD1
55245,UQCC1
27018,NGFRAP1
8649,LAMTOR3
54906,FAM208B
51030,TVP23B
51306,FAM13B
55813,UTP6
56925,LXN
64763,ZNF574
55501,CHST12
65263,PYCRL
29062,WDR91
79759,ZNF668
55540,IL17RB
79589,RNF128
79661,NEIL1
64174,DPEP2
23632,CA14
80176,SPSB1
80063,ATF7IP2
84561,SLC12A8
10023,FRAT1
54810,GIPC2
79018,GID4
23624,CBLC
8863,PER3
79184,BRCC3
400451,FAM174B
125058,TBC1D16
4744,NEFH
92595,ZNF764
6879,TAF7
4681,NBL1
9929,JOSD1
6720,SREBF1
2947,GSTM3
4733,DRG1
475,ATOX1
5090,PBX3
51634,RBMX2
10592,SMC2
8310,ACOX3
5664,PSEN2
8570,KHSRP
25849,PARM1
7978,MTERF1
5790,PTPRCAP
7518,XRCC4
6565,SLC15A2
8028,MLLT10
3001,GZMA
10293,TRAIP
3215,HOXB5
1730,DIAPH2
3570,IL6R
4064,CD180
1071,CETP
7941,PLA2G7
5375,PMP2
5071,PARK2
2206,MS4A2
2491,CENPI
57343,ZNF304
10370,CITED2
9478,CABP1
10983,CCNI
24148,PRPF6
10418,SPON1
23221,RHOBTB2
8728,ADAM19
2932,GSK3B
22996,TTC39A
11343,MGLL
7155,TOP2B
124801,LSM12
26953,RANBP6
6874,TAF4
23302,WSCD1
22930,RAB3GAP1
2033,EP300
146712,B3GNTL1
23616,SH3BP1
8833,GMPS
5140,PDE3B
349152,DPY19L2P2
7392,USF2
8942,KYNU
9168,TMSB10
80195,TMEM254
80351,TNKS2
55297,CCDC91
51490,C9orf114
54708,MARCHF5
55214,P3H2
27344,PCSK1N
50509,COL5A3
64940,STAG3L4
55626,AMBRA1
55100,WDR70
51182,HSPA14
79899,PRR5L
29998,GLTSCR1
26298,EHF
55906,ZC4H2
51281,ANKMY1
56911,MAP3K7CL
54583,EGLN1
7596,ZNF45
146909,KIF18B
2931,GSK3A
2079,ERH
6229,RPS24
2739,GLO1
5709,PSMD3
9812,KIAA0141
25920,NELFB
9040,UBE2M
11103,KRR1
5932,RBBP8
22882,ZHX2
7709,ZBTB17
10210,TOPORS
9254,CACNA2D2
6529,SLC6A1
51101,ZC2HC1A
6581,SLC22A3
3092,HIP1
590,BCHE
10325,RRAGB
27074,LAMP3
6868,ADAM17
11062,DUS4L
4093,SMAD9
662,BNIP1
3694,ITGB6
6339,SCNN1D
1107,CHD3
8660,IRS2
7109,TRAPPC10
114088,TRIM9
57468,SLC12A5
8638,OASL
84669,USP32
8416,ANXA9
9736,USP34
5087,PBX1
23168,RTF1
7324,UBE2E1
57680,CHD8
815,CAMK2A
5681,PSKH1
2296,FOXC1
1723,DHODH
9110,MTMR4
2303,FOXC2
23534,TNPO3
26050,SLITRK5
7767,ZNF224
28974,C19orf53
80306,MED28
51074,APIP
55294,FBXW7
79657,RPAP3
54856,GON4L
65979,PHACTR4
55112,WDR60
27345,KCNMB4
54521,WDR44
55039,TRMT12
55722,CEP72
79627,OGFRL1
53905,DUOX1
80146,UXS1
64863,METTL4
29842,TFCP2L1
1894,ECT2
11320,MGAT4A
4117,MAK
56660,KCNK12
57337,SENP7
26503,SLC17A5
55006,TRMT61B
53637,S1PR5
79844,ZDHHC11
55275,VPS53
159,ADSS
6134,RPL10
4040,LRP6
10694,CCT8
80335,WDR82
832,CAPZB
27258,LSM3
1595,CYP51A1
2235,FECH
55823,VPS11
164,AP1G1
7257,TSNAX
9984,THOC1
23768,FLRT2
2051,EPHB6
5141,PDE4A
5798,PTPRN
3730,ANOS1
8424,BBOX1
5152,PDE9A
673,BRAF
6000,RGS7
4084,MXD1
10672,GNA13
51351,ZNF117
54504,CPVL
22929,SEPHS1
11321,GPN1
361,AQP4
9536,PTGES
84364,ARFGAP2
51574,LARP7
6642,SNX1
1749,DLX5
84179,MFSD7
23096,IQSEC2
249,ALPL
55114,ARHGAP17
79876,UBA5
11267,SNF8
55161,TMEM33
57117,INTS12
65109,UPF3B
80221,ACSF2
57419,SLC24A3
54958,TMEM160
10678,B3GNT2
55975,KLHL7
79595,SAP130
57602,USP36
79841,AGBL2
9990,SLC12A6
79684,MSANTD2
56006,SMG9
79003,MIS12
29774,POM121L9P
23677,SH3BP4
55238,SLC38A7
6881,TAF10
8667,EIF3H
5564,PRKAB1
5069,PAPPA
6634,SNRPD3
9648,GCC2
6280,S100A9
7515,XRCC1
5097,PCDH1
8412,BCAR3
6666,SOX12
4602,MYB
10468,FST
51043,ZBTB7B
55320,MIS18BP1
3574,IL7
9721,GPRIN2
6329,SCN4A
9120,SLC16A6
420,ART4
358,AQP1
23095,KIF1B
5437,POLR2H
5822,PWP2
8315,BRAP
8517,IKBKG
4133,MAP2
26284,ERAL1
23339,VPS39
23283,CSTF2T
23031,MAST3
4603,MYBL1
1215,CMA1
29,ABR
23281,MTUS2
6006,RHCE
5279,PIGC
57132,CHMP1B
29965,CDIP1
65265,C8orf33
50485,SMARCAL1
51755,CDK12
51319,RSRC1
64919,BCL11B
51134,CEP83
26063,DECR2
79983,POF1B
9668,ZNF432
55713,ZNF334
55853,IDI2-AS1
55028,C17orf80
54758,KLHDC4
55168,MRPS18A
9669,EIF5B
56681,SAR1A
1967,EIF2B1
2181,ACSL3
629,CFB
3709,ITPR2
9101,USP8
2119,ETV5
1365,CLDN3
5723,PSPH
9755,TBKBP1
9187,SLC24A1
9095,TBX19
2281,FKBP1B
8854,ALDH1A2
4435,CITED1
8544,PIR
5861,RAB1A
8345,HIST1H2BH
9218,VAPA
10551,AGR2
8824,CES2
9815,GIT2
51174,TUBD1
5728,PTEN
6605,SMARCE1
23175,LPIN1
10042,HMGXB4
84243,ZDHHC18
253959,RALGAPA1
23144,ZC3H3
25841,ABTB2
9,NAT1
7543,ZFX
115353,LRRC42
23256,SCFD1
55705,IPO9
64755,C16orf58
89797,NAV2
51562,MBIP
9147,NEMF
10533,ATG7
79714,CCDC51
408,ARRB1
29988,SLC2A8
60526,LDAH
51339,DACT1
55630,SLC39A4
64398,MPP5
65250,C5orf42
51286,CEND1
64793,CEP85
51548,SIRT6
80235,PIGZ
79815,NIPAL2
79839,CCDC102B
80000,GREB1L
64066,MMP27
64895,PAPOLG
9894,TELO2
8507,ENC1
9646,CTR9
7726,TRIM26
1869,E2F1
8027,STAM
23660,ZKSCAN5
5998,RGS3
11197,WIF1
54556,ING3
22895,RPH3A
9997,SCO2
7226,TRPM2
6456,SH3GL2
10669,CGREF1
6775,STAT4
79411,GLB1L
5511,PPP1R8
1314,COPA
5447,POR
9266,CYTH2
23598,PATZ1
4784,NFIX
9568,GABBR2
6327,SCN2B
11054,OGFR
667,DST
79158,GNPTAB
9527,GOSR1
23467,NPTXR
6855,SYP
253982,ASPHD1
60685,ZFAND3
51312,SLC25A37
55210,ATAD3A
55279,ZNF654
79683,ZDHHC14
27071,DAPP1
55128,TRIM68
79570,NKAIN1
55287,TMEM40
64067,NPAS3
55671,PPP4R3A
23590,PDSS1
56259,CTNNBL1
56130,PCDHB6
57502,NLGN4X
92335,STRADA
6643,SNX2
25782,RAB3GAP2
6903,TBCC
51430,SUCO
5469,MED1
22879,MON1B
8548,BLZF1
9819,TSC22D2
6351,CCL4
9091,PIGQ
10432,RBM14
9818,NUP58
4644,MYO5A
7091,TLE4
3798,KIF5A
22826,DNAJC8
7507,XPA
136,ADORA2B
3563,IL3RA
2134,EXTL1
2583,B4GALNT1
5260,PHKG1
1030,CDKN2B
55643,BTBD2
6620,SNCB
1378,CR1
1116,CHI3L1
8563,THOC5
8646,CHRD
23253,ANKRD12
728642,CDK11A
23247,KIAA0556
3683,ITGAL
10645,CAMKK2
29799,YPEL1
3658,IREB2
5129,CDK18
10169,SERF2
64083,GOLPH3
51703,ACSL5
65244,SPATS2
55236,UBA6
50650,ARHGEF3
54953,C1orf27
55344,PLCXD1
79982,DNAJB14
79159,NOL12
55220,KLHDC8A
79840,NHEJ1
55614,KIF16B
50632,CALY
55321,TMEM74B
9630,GNA14
51104,ABHD17B
54207,KCNK10
55243,KIRREL
55681,SCYL2
7705,ZNF146
6210,RPS15A
5886,RAD23A
22913,RALY
6992,PPP1R11
7083,TK1
4683,NBN
6502,SKP2
9435,CHST2
5134,PDCD2
8411,EEA1
7022,TFAP2C
13,AADAC
4277,MICB
23205,ACSBG1
917,CD3G
28513,CDH19
8807,IL18RAP
1453,CSNK1D
3746,KCNC1
201254,STRA13
5828,PEX2
3624,INHBA
367,AR
339287,MSL1
23405,DICER1
9675,TTI1
730101,LOC730101
7293,TNFRSF4
10869,USP19
7626,ZNF75D
9508,ADAMTS3
57556,SEMA6A
59339,PLEKHA2
5434,POLR2E
553115,PEF1
57472,CNOT6
746,TMEM258
55734,ZFP64
51316,PLAC8
741,ZNHIT2
57758,SCUBE2
79953,SYNDIG1
25830,SULT4A1
55714,TENM3
79000,AUNIP
23431,AP4E1
11147,HHLA3
1149,CIDEA
9611,NCOR1
5412,UBL3
26017,FAM32A
2802,GOLGA3
8021,NUP214
22858,ICK
7410,VAV2
8547,FCN3
7694,ZNF135
1896,EDA
5210,PFKFB4
10218,ANGPTL7
79774,GRTP1
6900,CNTN2
4050,LTB
11228,RASSF8
55353,LAPTM4B
5800,PTPRO
546,ATRX
10658,CELF1
1457,CSNK2A1
285527,FRYL
10499,NCOA2
23255,MTCL1
1915,EEF1A1
3105,HLA-A
3421,IDH3G
2885,GRB2
6218,RPS17
51185,CRBN
57826,RAP2C
55113,XKR8
79695,GALNT12
55778,ZNF839
63826,SRR
79797,ZNF408
112399,EGLN3
79845,RNF122
28231,SLCO4A1
29117,BRD7
50863,NTM
283232,TMEM80
6446,SGK1
23476,BRD4
4799,NFX1
2077,ERF
22881,ANKRD6
10630,PDPN
1951,CELSR3
6364,CCL20
5893,RAD52
945,CD33
7693,ZNF134
26093,CCDC9
27112,FAM155B
3003,GZMK
11245,GPR176
8690,JRKL
6910,TBX5
6166,RPL36AL
760,CA2
11140,CDC37
9717,SEC14L5
5818,PVRL1
25888,ZNF473
221692,PHACTR1
23007,PLCH1
8420,SNHG3
931,MS4A1
56949,XAB2
81539,SLC38A1
28966,SNX24
55278,QRSL1
64324,NSD1
51027,BOLA1
9489,PGS1
55317,AP5S1
26256,CABYR
51334,PRR16
10699,CORIN
51497,NELFCD
78996,C7orf49
2785,GNG3
85352,KIAA1644
6233,RPS27A
2729,GCLC
3607,FOXK2
9767,JADE3
9892,SNAP91
3216,HOXB6
9860,LRIG2
6258,RXRG
22869,ZNF510
7545,ZIC1
3914,LAMB3
5892,RAD51D
2551,GABPA
5810,RAD1
2172,FABP6
3763,KCNJ6
51343,FZR1
5362,PLXNA2
2774,GNAL
388677,NOTCH2NL
728215,FAM155A
10328,EMC8
55696,RBM22
54994,GID8
79960,JADE1
55092,TMEM51
64779,MTHFSD
64897,C12orf43
80179,MYO19
54619,CCNJ
3773,KCNJ16
54542,RC3H2
79092,CARD14
27343,POLL
140459,ASB6
84951,TNS4
55905,RNF114
10552,ARPC1A
5887,RAD23B
1209,CLPTM1
26121,PRPF31
28951,TRIB2
22864,R3HDM2
11097,NUPL2
3783,KCNN4
100,ADA
1299,COL9A3
995,CDC25C
9899,SV2B
9745,ZNF536
5753,PTK6
8545,CGGBP1
6546,SLC8A1
445,ASS1
6873,TAF2
699,BUB1
23081,KDM4C
4086,SMAD1
6320,CLEC11A
55687,TRMU
2066,ERBB4
81621,KAZALD1
57380,MRS2
27440,CECR5
8994,LIMD1
79810,PTCD2
78989,COLEC11
80167,ABHD18
64388,GREM2
81555,YIPF5
219699,UNC5B
54869,EPS8L1
4660,PPP1R12B
1382,CRABP2
79053,ALG8
587,BCAT2
7103,TSPAN8
10287,RGS19
3096,HIVEP1
10993,SDS
6583,SLC22A4
1787,TRDMT1
8535,CBX4
3768,KCNJ12
27036,SIGLEC7
11027,LILRA2
5727,PTCH1
4661,MYT1
5817,PVR
84986,ARHGAP19
23033,DOPEY1
118987,PDZD8
4494,MT1F
91543,RSAD2
8131,NPRL3
4045,LSAMP
157869,SBSPON
25844,YIPF3
26521,TIMM8B
55204,GOLPH3L
26585,GREM1
55339,WDR33
192669,AGO3
55329,MNS1
54858,PGPEP1
54855,FAM46C
80071,CCDC15
51129,ANGPTL4
54332,GDAP1
9520,NPEPPS
3918,LAMC2
10542,LAMTOR5
101,ADAM8
1428,CRYM
3005,H1F0
23272,FAM208A
4795,NFKBIL1
4116,MAGOH
7763,ZFAND5
5158,PDE6B
8741,TNFSF13
8564,KMO
55568,GALNT10
23065,EMC1
9881,TRANK1
54665,RSBN1
26145,IRF2BP1
9014,TAF1B
22997,IGSF9B
51504,TRMT112
8554,PIAS1
57820,CCNB1IP1
79650,USB1
55131,RBM28
25984,KRT23
55022,PID1
56913,C1GALT1
55815,TSNAXIP1
6158,RPL28
10425,ARIH2
23568,ARL2BP
9749,PHACTR2
10208,USPL1
6497,SKI
3249,HPN
29781,NCAPH2
3699,ITIH3
9306,SOCS6
8621,CDK13
10333,TLR6
54361,WNT4
1649,DDIT3
3621,ING1
57720,GPR107
23197,FAF2
6780,STAU1
9911,TMCC2
23025,UNC13A
4301,MLLT4
79017,GGCT
23181,DIP2A
284021,MILR1
29888,STRN4
10101,NUBP2
64762,GAREM1
51294,PCDH12
79750,ZNF385D
54477,PLEKHA5
83478,ARHGAP24
23435,TARDBP
11276,SYNRG
728855,LINC00623
10018,BCL2L11
7247,TSN
9263,STK17A
10286,BCAS2
4982,TNFRSF11B
2176,FANCC
43,ACHE
4920,ROR2
2330,FMO5
8631,SKAP1
7182,NR2C2
10750,GRAP
29903,CCDC106
2842,GPR19
29909,GPR171
80256,FAM214B
55187,VPS13D
541578,CXorf40B
23308,ICOSLG
